801	2276
801.7713	2380.35
802.54254	2423.17
803.31378	2528.67
804.08508	2556.04
804.85632	2687.12
805.62756	2736.52
806.39886	2837.47
807.1701	2933.87
807.94135	3032.71
808.71265	3181.96
809.48389	3262.87
810.25513	3393.43
811.02643	3414.6
811.79767	3529.73
812.56891	3577.92
813.34021	3738.71
814.11145	3791.04
814.88269	3799.09
815.65399	3953.75
816.42523	4055.76
817.19647	4102.73
817.96777	4115.93
818.73901	4169.62
819.51025	4212.65
820.28156	4243.32
821.0528	4207.79
821.8241	4371.06
822.59534	4367.34
823.36658	4466.63
824.13788	4481.34
824.90912	4559.37
825.68036	4736.06
826.45166	4870.22
827.2229	5029.13
827.99414	5191.78
828.76544	5388.21
829.53668	5591.35
830.30792	5771.73
831.07922	5969.17
831.85046	6394.12
832.6217	6780.08
833.39301	7084.61
834.16425	7473.99
834.93549	7821.98
835.70679	8491.22
836.47803	8882.06
837.24927	9383.55
838.02057	9717.73
838.79181	10242.2
839.56305	10720.9
840.33435	11253.6
841.10559	11361.4
841.87683	11669.5
842.64813	11760.8
843.41937	12069.2
844.19061	11678.9
844.96191	11971.4
845.73315	11675.9
846.50439	11476.5
847.2757	11278.9
848.04694	10991.5
848.81818	10796.6
849.58948	10596.2
850.36072	10461.5
851.13196	10211.1
851.90326	10213.5
852.6745	10138.6
853.44574	10243.2
854.21704	10315.8
854.98828	10510.7
855.75952	10751.9
856.53082	11011.4
857.30206	11440
858.0733	11670.8
858.8446	12294.4
859.61584	12620.2
860.38715	13129.3
861.15839	13482.8
861.92963	13979.7
862.70093	14389.1
863.47217	14865.9
864.24341	15210.7
865.01471	15611.2
865.78595	15960.9
866.55719	16167.4
867.32849	16219.6
868.09973	16245.4
868.87097	16015.1
869.64227	15949.6
870.41351	15592.9
871.18475	15159.1
871.95605	14657.5
872.72729	14130.3
873.49854	13389
874.26984	12979
875.04108	11986.6
875.81232	11530.7
876.58362	10663.2
877.35486	10017.7
878.1261	9331.55
878.8974	8753.95
879.66864	8166.41
880.43988	7618.83
881.21118	7190.84
881.98242	6658.26
882.75366	6280.68
883.52496	5935.07
884.2962	5626.25
885.06744	5322.6
885.83875	5087.92
886.60999	4916.06
887.38123	4675.12
888.15253	4455.48
888.92377	4316.52
889.69501	4165.49
890.46631	3999.58
891.23755	3829.63
892.00879	3692.63
892.78009	3518.62
893.55133	3489.07
